,R_fighter,B_fighter,winner,weight_class,no_of_rounds,R_age,R_Height_cms,R_Reach_cms,B_age,B_Height_cms,B_Reach_cms
791,Johny Hendricks,Paulo Costa,Blue,Middleweight,3,34.0,175.26,175.26,26.0,185.42,182.88
792,James Vick,Joe Duffy,Red,Lightweight,3,30.0,190.5,193.04,29.0,177.8,185.42
793,Walt Harris,Mark Godbeer,Blue,Heavyweight,3,34.0,195.58,195.58,33.0,193.04,195.58
794,Ovince Saint Preux,Corey Anderson,Red,Light Heavyweight,3,34.0,190.5,203.2,28.0,190.5,200.66
795,Randy Brown,Mickey Gall,Red,Welterweight,3,27.0,190.5,198.12,25.0,187.96,187.96
796,Aleksei Oleinik,Curtis Blaydes,Blue,Heavyweight,3,40.0,187.96,203.2,26.0,193.04,203.2
797,Aiemann Zahabi,Ricardo Ramos,Blue,Bantamweight,3,29.0,172.72,172.72,22.0,175.26,182.88
798,Derek Brunson,Lyoto Machida,Red,Middleweight,5,33.0,185.42,195.58,39.0,185.42,187.96
799,Demian Maia,Colby Covington,Blue,Welterweight,3,39.0,185.42,182.88,29.0,180.34,182.88
800,Pedro Munhoz,Rob Font,Red,Bantamweight,3,31.0,167.64,165.1,30.0,172.72,180.34
801,Francisco Trinaldo,Jim Miller,Red,Lightweight,3,39.0,175.26,177.8,34.0,172.72,180.34
802,Thiago Santos,Jack Hermansson,Red,Middleweight,3,33.0,187.96,193.04,29.0,185.42,195.58
803,John Lineker,Marlon Vera,Red,Bantamweight,3,27.0,160.02,170.18,24.0,172.72,177.8
804,Vicente Luque,Niko Price,Red,Welterweight,3,25.0,180.34,190.5,28.0,182.88,193.04
805,Antonio Carlos Junior,Jack Marshman,Red,Middleweight,3,27.0,187.96,200.66,27.0,182.88,185.42
806,Hacran Dias,Jared Gordon,Blue,Lightweight,3,33.0,172.72,175.26,29.0,175.26,172.72
807,Elizeu Zaleski dos Santos,Max Griffin,Red,Welterweight,3,30.0,180.34,185.42,31.0,180.34,193.04
808,Deiveson Figueiredo,Jarred Brooks,Red,Flyweight,3,29.0,165.1,172.72,24.0,160.02,157.48
809,Marcelo Golm,Christian Colombo,Red,Heavyweight,3,25.0,190.5,190.5,37.0,195.58,203.2
810,Donald Cerrone,Darren Till,Blue,Welterweight,5,34.0,185.42,185.42,24.0,182.88,187.96
811,Karolina Kowalkiewicz,Jodie Esquibel,Red,Women's Strawweight,3,32.0,160.02,162.56,31.0,154.94,162.56
812,Jan Blachowicz,Devin Clark,Red,Light Heavyweight,3,34.0,187.96,198.12,27.0,182.88,190.5
813,Oskar Piechota,Jonathan Wilson,Red,Middleweight,3,27.0,182.88,193.04,30.0,187.96,190.5
814,Marcin Held,Nasrat Haqparast,Red,Lightweight,3,25.0,175.26,180.34,22.0,177.8,182.88
815,Damian Stasiak,Brian Kelleher,Blue,Bantamweight,3,27.0,165.1,177.8,31.0,167.64,167.64
816,Sam Alvey,Ramazan Emeev,Blue,Middleweight,3,31.0,187.96,190.5,30.0,177.8,193.04
817,Artem Lobov,Andre Fili,Blue,Featherweight,3,31.0,175.26,165.1,27.0,180.34,187.96
818,Salim Touahri,Warlley Alves,Blue,Welterweight,3,28.0,177.8,182.88,26.0,180.34,182.88
819,Lina Lansberg,Aspen Ladd,Blue,Women's Bantamweight,3,35.0,170.18,165.1,22.0,167.64,167.64
820,Felipe Arantes,Josh Emmett,Blue,Featherweight,3,29.0,172.72,185.42,32.0,167.64,177.8
821,Tony Ferguson,Kevin Lee,Red,Lightweight,5,33.0,180.34,193.04,25.0,175.26,195.58
822,Demetrious Johnson,Ray Borg,Red,Flyweight,5,31.0,160.02,167.64,24.0,162.56,160.02
823,Fabricio Werdum,Walt Harris,Red,Heavyweight,3,40.0,193.04,195.58,34.0,195.58,195.58
824,Mara Romero Borella,Kalindra Faria,Red,Women's Flyweight,3,31.0,167.64,175.26,31.0,170.18,182.88
825,Tom Duquesnoy,Cody Stamann,Blue,Bantamweight,3,24.0,170.18,172.72,27.0,167.64,162.56
826,Pearl Gonzalez,Poliana Botelho,Blue,Women's Strawweight,3,31.0,162.56,172.72,28.0,172.72,170.18
827,Matt Schnell,Marco Beltran,Red,Flyweight,3,27.0,172.72,177.8,31.0,172.72,175.26
828,John Moraga,Magomed Bibulatov,Red,Flyweight,3,33.0,167.64,167.64,29.0,165.1,165.1
829,Thales Leites,Brad Tavares,Blue,Middleweight,3,36.0,185.42,198.12,29.0,185.42,187.96
830,Ovince Saint Preux,Yushin Okami,Red,Light Heavyweight,5,34.0,190.5,203.2,36.0,187.96,190.5
831,Claudia Gadelha,Jessica Andrade,Blue,Women's Strawweight,3,28.0,162.56,160.02,25.0,154.94,157.48
832,Takanori Gomi,Dong Hyun Ma,Blue,Lightweight,3,39.0,170.18,177.8,29.0,180.34,177.8
833,Gokhan Saki,Henrique da Silva,Red,Light Heavyweight,3,33.0,182.88,185.42,28.0,190.5,193.04
834,Teruto Ishihara,Rolando Dy,Red,Featherweight,3,26.0,170.18,175.26,27.0,172.72,175.26
835,Jussier Formiga,Ulka Sasaki,Red,Flyweight,3,32.0,165.1,170.18,27.0,177.8,180.34
836,Keita Nakamura,Alex Morono,Red,Welterweight,3,33.0,180.34,185.42,27.0,180.34,182.88
837,Syuri Kondo,Chanmi Jeon,Red,Women's Strawweight,3,28.0,162.56,167.64,20.0,165.1,170.18
838,Shinsho Anzai,Luke Jumeau,Red,Welterweight,3,31.0,170.18,177.8,29.0,180.34,182.88
839,Daichi Abe,Hyun Gyu Lim,Red,Welterweight,3,25.0,180.34,180.34,32.0,190.5,195.58
840,Luke Rockhold,David Branch,Red,Middleweight,5,32.0,190.5,195.58,35.0,185.42,198.12
841,Mike Perry,Alex Reyes,Red,Welterweight,3,26.0,177.8,180.34,30.0,180.34,185.42
842,Hector Lombard,Anthony Smith,Blue,Middleweight,3,39.0,175.26,180.34,29.0,193.04,193.04
843,Gregor Gillespie,Jason Gonzalez,Red,Lightweight,3,30.0,170.18,180.34,27.0,187.96,187.96
844,Kamaru Usman,Sergio Moraes,Red,Welterweight,3,30.0,182.88,193.04,35.0,182.88,182.88
845,Justin Ledet,Zu Anyanwu,Red,Heavyweight,3,28.0,193.04,203.2,36.0,185.42,195.58
846,Anthony Rocco Martin,Olivier Aubin-Mercier,Blue,Lightweight,3,27.0,182.88,185.42,28.0,175.26,177.8
847,Anthony Hamilton,Daniel Spitz,Blue,Heavyweight,3,37.0,195.58,193.04,27.0,200.66,208.28
848,Krzysztof Jotko,Uriah Hall,Blue,Middleweight,3,28.0,185.42,195.58,33.0,182.88,200.66
849,Jason Saggo,Gilbert Burns,Blue,Lightweight,3,31.0,180.34,180.34,31.0,177.8,180.34
850,Amanda Nunes,Valentina Shevchenko,Red,Women's Bantamweight,5,29.0,172.72,175.26,29.0,165.1,167.64
851,Neil Magny,Rafael Dos Anjos,Blue,Welterweight,3,30.0,190.5,203.2,32.0,172.72,177.8
852,Henry Cejudo,Wilson Reis,Red,Flyweight,3,30.0,162.56,162.56,32.0,162.56,165.1
853,Ilir Latifi,Tyson Pedro,Red,Light Heavyweight,3,34.0,177.8,185.42,25.0,190.5,200.66
854,Jeremy Stephens,Gilbert Melendez,Red,Featherweight,3,31.0,172.72,180.34,35.0,175.26,185.42
855,Sara McMann,Ketlen Vieira,Blue,Women's Bantamweight,3,36.0,167.64,167.64,26.0,172.72,172.72
856,Sarah Moras,Ashlee Evans-Smith,Red,Women's Bantamweight,3,29.0,170.18,170.18,30.0,172.72,170.18
857,Gavin Tucker,Rick Glenn,Blue,Featherweight,3,31.0,167.64,167.64,28.0,182.88,177.8
858,Mitch Clarke,Alex White,Blue,Lightweight,3,31.0,177.8,185.42,28.0,182.88,180.34
859,Luis Henrique,Arjan Bhullar,Blue,Heavyweight,3,24.0,187.96,187.96,31.0,185.42,190.5
860,Kajan Johnson,Adriano Martins,Red,Lightweight,3,33.0,180.34,190.5,34.0,177.8,182.88
861,Alexander Volkov,Stefan Struve,Red,Heavyweight,5,28.0,200.66,203.2,29.0,210.82,213.36
862,Siyar Bahadurzada,Rob Wilkinson,Red,Middleweight,3,33.0,180.34,185.42,25.0,190.5,203.2
863,Marion Reneau,Talita Bernardo,Red,Women's Bantamweight,3,40.0,167.64,172.72,30.0,162.56,172.72
864,Leon Edwards,Bryan Barberena,Red,Welterweight,3,26.0,182.88,187.96,28.0,182.88,182.88
865,Darren Till,Bojan Velickovic,Red,Welterweight,3,24.0,182.88,187.96,28.0,182.88,193.04
866,Mairbek Taisumov,Felipe Silva,Red,Lightweight,3,29.0,175.26,185.42,33.0,182.88,195.58
867,Michel Prazeres,Mads Burnell,Red,Lightweight,3,36.0,167.64,170.18,23.0,172.72,175.26
868,Rustam Khabilov,Desmond Green,Red,Lightweight,3,30.0,172.72,185.42,27.0,177.8,185.42
869,Francimar Barroso,Aleksandar Rakic,Blue,Light Heavyweight,3,37.0,185.42,190.5,25.0,193.04,198.12
870,Mike Santiago,Zabit Magomedsharipov,Blue,Featherweight,3,28.0,177.8,175.26,26.0,185.42,185.42
871,Bojan Mihajlovic,Abdul-Kerim Edilov,Blue,Light Heavyweight,3,37.0,180.34,185.42,25.0,187.96,198.12
872,Thibault Gouti,Andrew Holbrook,Red,Lightweight,3,30.0,177.8,182.88,31.0,180.34,177.8
873,Sergio Pettis,Brandon Moreno,Red,Flyweight,5,23.0,167.64,175.26,23.0,170.18,177.8
874,Randa Markos,Alexa Grasso,Blue,Women's Strawweight,3,31.0,162.56,160.02,23.0,165.1,167.64
875,Alan Jouban,Niko Price,Blue,Welterweight,3,35.0,182.88,185.42,27.0,182.88,193.04
876,Martin Bravo,Humberto Bandenay,Blue,Featherweight,3,23.0,172.72,180.34,22.0,180.34,182.88
877,Sam Alvey,Rashad Evans,Red,Middleweight,3,31.0,187.96,190.5,37.0,182.88,190.5
878,Alejandro Perez,Andre Soukhamthath,Red,Bantamweight,3,27.0,167.64,170.18,28.0,175.26,177.8
879,Bradley Scott,Jack Hermansson,Blue,Middleweight,3,28.0,185.42,193.04,29.0,185.42,195.58
880,Dustin Ortiz,Hector Sandoval,Red,Flyweight,3,28.0,165.1,165.1,31.0,157.48000000000005,162.56
881,Henry Briones,Rani Yahya,Blue,Bantamweight,3,36.0,172.72,175.26,32.0,167.64,170.18
882,Jose Quinonez,Diego Rivas,Red,Bantamweight,3,27.0,172.72,175.26,25.0,172.72,175.26
883,Joseph Morales,Roberto Sanchez,Red,Flyweight,3,22.0,167.64,175.26,31.0,167.64,167.64
884,Alvaro Herrera,Jordan Rinaldi,Blue,Lightweight,3,27.0,182.88,187.96,29.0,177.8,182.88
885,Tyron Woodley,Demian Maia,Red,Welterweight,5,35.0,175.26,187.96,39.0,185.42,182.88
886,Cris Cyborg,Tonya Evinger,Red,Women's Featherweight,5,32.0,172.72,172.72,36.0,170.18,177.8
887,Robbie Lawler,Donald Cerrone,Red,Welterweight,3,35.0,180.34,187.96,34.0,185.42,185.42
888,Jimi Manuwa,Volkan Oezdemir,Blue,Light Heavyweight,3,37.0,185.42,200.66,27.0,187.96,190.5
889,Ricardo Lamas,Jason Knight,Red,Featherweight,3,35.0,172.72,180.34,25.0,177.8,180.34
890,Aljamain Sterling,Renan Barao,Red,Catch Weight,3,27.0,170.18,180.34,30.0,167.64,177.8
891,Brian Ortega,Renato Moicano,Red,Featherweight,3,26.0,172.72,175.26,28.0,180.34,182.88
892,Andre Fili,Calvin Kattar,Blue,Featherweight,3,27.0,180.34,187.96,29.0,180.34,182.88
893,Kailin Curran,Alexandra Albu,Blue,Women's Strawweight,3,26.0,162.56,165.1,27.0,157.48000000000005,160.02
894,Eric Shelton,Jarred Brooks,Blue,Flyweight,3,26.0,167.64,172.72,24.0,160.02,157.48
895,Joshua Burkman,Drew Dober,Blue,Lightweight,3,37.0,177.8,182.88,28.0,172.72,177.8
896,Chris Weidman,Kelvin Gastelum,Red,Middleweight,5,33.0,187.96,198.12,25.0,175.26,180.34
897,Dennis Bermudez,Darren Elkins,Blue,Featherweight,3,30.0,167.64,167.64,33.0,177.8,180.34
898,Patrick Cummins,Gian Villante,Red,Light Heavyweight,3,36.0,187.96,193.04,31.0,190.5,193.04
899,Jimmie Rivera,Thomas Almeida,Red,Bantamweight,3,28.0,162.56,172.72,25.0,170.18,177.8
900,Lyman Good,Elizeu Zaleski dos Santos,Blue,Welterweight,3,32.0,182.88,187.96,30.0,180.34,185.42
901,Rafael Natal,Eryk Anders,Blue,Middleweight,3,34.0,182.88,193.04,30.0,185.42,190.5
902,Ryan LaFlare,Alex Oliveira,Blue,Welterweight,3,33.0,185.42,187.96,29.0,180.34,193.04
903,Damian Grabowski,Chase Sherman,Blue,Heavyweight,3,37.0,185.42,190.5,27.0,193.04,198.12
904,Kyle Bochniak,Jeremy Kennedy,Blue,Featherweight,3,30.0,170.18,177.8,24.0,180.34,180.34
905,Brian Kelleher,Marlon Vera,Blue,Bantamweight,3,30.0,167.64,167.64,24.0,172.72,177.8
906,Tim Johnson,Junior Albini,Blue,Heavyweight,3,32.0,190.5,195.58,26.0,190.5,187.96
907,Shane Burgos,Godofredo Pepey,Red,Featherweight,3,26.0,180.34,190.5,30.0,170.18,185.42
908,Frankie Perez,Chris Wade,Blue,Lightweight,3,28.0,180.34,185.42,29.0,177.8,177.8
909,Gunnar Nelson,Santiago Ponzinibbio,Blue,Welterweight,5,28.0,180.34,182.88,30.0,182.88,185.42
910,Joanne Calderwood,Cynthia Calvillo,Blue,Women's Strawweight,3,31.0,167.64,165.1,30.0,162.56,162.56
911,Stevie Ray,Paul Felder,Blue,Lightweight,3,27.0,177.8,177.8,33.0,180.34,177.8
912,Jack Marshman,Ryan Janes,Red,Middleweight,3,27.0,182.88,185.42,35.0,190.5,193.04
913,Khalil Rountree Jr.,Paul Craig,Red,Light Heavyweight,3,27.0,185.42,193.04,29.0,190.5,193.04
914,James Mulheron,Justin Willis,Blue,Heavyweight,3,29.0,177.8,185.42,29.0,185.42,198.12
915,Danny Roberts,Bobby Nash,Red,Welterweight,3,30.0,185.42,187.96,27.0,182.88,187.96
916,Alexandre Pantoja,Neil Seery,Red,Flyweight,3,27.0,165.1,170.18,37.0,162.56,162.56
917,Charlie Ward,Galore Bofando,Blue,Welterweight,3,36.0,180.34,185.42,35.0,180.34,182.88
918,Danny Henry,Daniel Teymur,Red,Lightweight,3,28.0,182.88,185.42,29.0,165.1,175.26
919,Brett Johns,Albert Morales,Red,Bantamweight,3,25.0,170.18,180.34,26.0,175.26,182.88
920,Leslie Smith,Amanda Lemos,Red,Women's Bantamweight,3,34.0,175.26,167.64,30.0,162.56,165.1
921,Yoel Romero,Robert Whittaker,Blue,Middleweight,5,40.0,182.88,185.42,26.0,182.88,185.42
922,Fabricio Werdum,Alistair Overeem,Blue,Heavyweight,3,39.0,193.04,195.58,37.0,193.04,203.2
923,Daniel Omielanczuk,Curtis Blaydes,Blue,Heavyweight,3,34.0,182.88,187.96,26.0,193.04,203.2
924,Anthony Pettis,Jim Miller,Red,Lightweight,3,30.0,177.8,182.88,33.0,172.72,180.34
925,Rob Font,Douglas Silva de Andrade,Red,Bantamweight,3,30.0,172.72,180.34,32.0,170.18,172.72
926,Travis Browne,Aleksei Oleinik,Blue,Heavyweight,3,34.0,198.12,200.66,40.0,187.96,203.2
927,Chad Laprise,Brian Camozzi,Red,Welterweight,3,30.0,177.8,180.34,26.0,187.96,198.12
928,Thiago Santos,Gerald Meerschaert,Red,Middleweight,3,33.0,187.96,193.04,29.0,185.42,195.58
929,Jordan Mein,Belal Muhammad,Blue,Welterweight,3,27.0,182.88,185.42,28.0,180.34,182.88
930,Cody Stamann,Terrion Ware,Red,Featherweight,3,27.0,167.64,162.56,31.0,172.72,180.34
931,Trevin Giles,James Bochnovic,Red,Light Heavyweight,3,24.0,182.88,187.96,28.0,193.04,205.74
932,Michael Johnson,Justin Gaethje,Blue,Lightweight,5,31.0,177.8,185.42,28.0,180.34,177.8
933,Dhiego Lima,Jesse Taylor,Blue,Welterweight,4,28.0,187.96,187.96,34.0,182.88,185.42
934,Jared Cannonier,Nick Roehrick,Red,Light Heavyweight,3,33.0,180.34,195.58,30.0,187.96,190.5
935,Brad Tavares,Elias Theodorou,Red,Middleweight,3,29.0,185.42,187.96,29.0,185.42,190.5
936,Jordan Johnson,Marcel Fortuna,Red,Light Heavyweight,3,28.0,187.96,200.66,31.0,185.42,187.96
937,Angela Hill,Ashley Yoder,Red,Women's Strawweight,3,32.0,160.02,162.56,29.0,170.18,175.26
938,James Krause,Tom Gallicchio,Red,Welterweight,3,31.0,187.96,185.42,30.0,177.8,185.42
939,Ed Herman,CB Dollaway,Blue,Light Heavyweight,3,36.0,185.42,195.58,33.0,187.96,193.04
940,Tecia Torres,Juliana Lima,Red,Women's Strawweight,3,27.0,154.94,152.4,35.0,165.1,165.1
941,Gray Maynard,Teruto Ishihara,Red,Featherweight,3,38.0,175.26,177.8,25.0,170.18,175.26
942,Michael Chiesa,Kevin Lee,Blue,Lightweight,5,29.0,185.42,190.5,24.0,175.26,195.58
943,Tim Boetsch,Johny Hendricks,Red,Middleweight,3,36.0,182.88,187.96,33.0,175.26,175.26
944,Felice Herrig,Justine Kish,Red,Women's Strawweight,3,32.0,162.56,165.1,29.0,165.1,162.56
945,Tim Means,Alex Garcia,Red,Welterweight,3,33.0,187.96,190.5,29.0,175.26,182.88
946,BJ Penn,Dennis Siver,Blue,Featherweight,3,38.0,175.26,177.8,38.0,167.64,177.8
947,Clay Guida,Erik Koch,Red,Lightweight,3,35.0,170.18,177.8,28.0,177.8,180.34
948,Vitor Miranda,Marvin Vettori,Blue,Middleweight,3,38.0,185.42,195.58,23.0,182.88,187.96
949,Devin Powell,Darrell Horcher,Blue,Lightweight,3,29.0,182.88,185.42,29.0,177.8,177.8
950,Jared Gordon,Michel Quinones,Red,Featherweight,3,28.0,175.26,172.72,32.0,177.8,185.42
951,Anthony Rocco Martin,Johnny Case,Red,Lightweight,3,27.0,182.88,185.42,27.0,177.8,182.88
952,Josh Stansbury,Jeremy Kimball,Blue,Light Heavyweight,3,32.0,187.96,187.96,26.0,182.88,182.88
953,Holly Holm,Bethe Correia,Red,Women's Bantamweight,5,35.0,172.72,175.26,33.0,165.1,162.56
954,Andrei Arlovski,Marcin Tybura,Blue,Heavyweight,3,38.0,190.5,195.58,31.0,190.5,198.12
955,Dong Hyun Kim,Colby Covington,Blue,Welterweight,3,35.0,187.96,193.04,29.0,180.34,182.88
956,Tarec Saffiedine,Rafael Dos Anjos,Blue,Welterweight,3,30.0,177.8,177.8,32.0,172.72,177.8
957,Takanori Gomi,Jon Tuck,Blue,Lightweight,3,38.0,170.18,177.8,32.0,180.34,185.42
958,Cyril Asker,Walt Harris,Blue,Heavyweight,3,31.0,182.88,187.96,34.0,195.58,195.58
959,Alex Caceres,Rolando Dy,Red,Featherweight,3,28.0,177.8,185.42,26.0,172.72,175.26
960,Justin Scoggins,Ulka Sasaki,Blue,Flyweight,3,25.0,170.18,167.64,27.0,177.8,180.34
961,Kwan Ho Kwak,Russell Doane,Blue,Bantamweight,3,27.0,165.1,177.8,30.0,170.18,177.8
962,Naoki Inoue,Carls John De Tomas,Red,Flyweight,3,20.0,175.26,180.34,20.0,165.1,180.34
963,Ji Yeon Kim,Lucie Pudilova,Blue,Women's Bantamweight,3,27.0,170.18,182.88,23.0,172.72,170.18
964,Derrick Lewis,Mark Hunt,Blue,Heavyweight,5,32.0,190.5,200.66,43.0,177.8,182.88
965,Derek Brunson,Daniel Kelly,Red,Middleweight,3,33.0,185.42,195.58,39.0,182.88,177.8
966,Dan Hooker,Ross Pearson,Red,Lightweight,3,27.0,182.88,190.5,32.0,172.72,175.26
967,Ion Cutelaba,Henrique da Silva,Red,Light Heavyweight,3,23.0,185.42,190.5,27.0,190.5,193.04
968,Tim Elliott,Ben Nguyen,Blue,Flyweight,3,30.0,170.18,167.64,28.0,165.1,165.1
969,Alexander Volkanovski,Mizuto Hirota,Red,Featherweight,3,28.0,167.64,180.34,36.0,170.18,170.18
970,Damien Brown,Vinc Pichel,Blue,Lightweight,3,32.0,177.8,172.72,34.0,177.8,182.88
971,Luke Jumeau,Dominique Steele,Red,Welterweight,3,29.0,180.34,182.88,29.0,177.8,187.96
972,John Moraga,Ashkan Mokhtarian,Red,Flyweight,3,33.0,167.64,167.64,31.0,167.64,170.18
973,Kiichi Kunimoto,Zak Ottow,Blue,Welterweight,3,36.0,177.8,180.34,30.0,180.34,182.88
974,JJ Aldrich,Chanmi Jeon,Red,Women's Strawweight,3,24.0,165.1,170.18,19.0,165.1,170.18
975,Jose Aldo,Max Holloway,Blue,Featherweight,5,30.0,170.18,177.8,25.0,180.34,175.26
976,Claudia Gadelha,Karolina Kowalkiewicz,Red,Women's Strawweight,3,28.0,162.56,160.02,31.0,160.02,162.56
977,Vitor Belfort,Nate Marquardt,Red,Middleweight,3,40.0,182.88,187.96,38.0,182.88,187.96
978,Paulo Costa,Oluwale Bamgbose,Red,Middleweight,3,26.0,185.42,182.88,29.0,180.34,198.12
979,Erick Silva,Yancy Medeiros,Blue,Welterweight,3,32.0,182.88,187.96,29.0,177.8,190.5
980,Raphael Assuncao,Marlon Moraes,Red,Bantamweight,3,34.0,165.1,167.64,29.0,167.64,170.18
981,Johnny Eduardo,Matthew Lopez,Blue,Bantamweight,3,38.0,170.18,180.34,30.0,170.18,175.26
982,Iuri Alcantara,Brian Kelleher,Blue,Bantamweight,3,36.0,175.26,180.34,30.0,167.64,167.64
983,Viviane Pereira,Jamie Moyle,Red,Women's Strawweight,3,23.0,154.94,160.02,28.0,154.94,165.1
984,Luan Chagas,Jimmy Wallhead,Red,Welterweight,3,23.0,182.88,190.5,33.0,177.8,185.42
985,Alexander Gustafsson,Glover Teixeira,Red,Light Heavyweight,5,30.0,195.58,200.66,37.0,187.96,193.04
986,Volkan Oezdemir,Misha Cirkunov,Red,Light Heavyweight,3,27.0,187.96,190.5,30.0,190.5,195.58
987,Peter Sobotta,Ben Saunders,Red,Welterweight,3,30.0,182.88,190.5,34.0,187.96,195.58
988,Abdul Razak Alhassan,Omari Akhmedov,Blue,Welterweight,3,31.0,177.8,185.42,29.0,182.88,185.42
989,Oliver Enkamp,Nordine Taleb,Blue,Welterweight,3,25.0,182.88,195.58,35.0,185.42,187.96
990,Jack Hermansson,Alex Nicholson,Red,Middleweight,3,28.0,185.42,195.58,27.0,193.04,205.74
991,Pedro Munhoz,Damian Stasiak,Red,Bantamweight,3,30.0,167.64,165.1,27.0,165.1,177.8
992,Trevor Smith,Chris Camozzi,Red,Middleweight,3,36.0,190.5,190.5,30.0,187.96,193.04
993,Reza Madadi,Joaquim Silva,Blue,Lightweight,3,38.0,180.34,182.88,28.0,172.72,175.26
994,Nico Musoke,Bojan Velickovic,Blue,Welterweight,3,31.0,182.88,190.5,28.0,182.88,193.04
995,Darren Till,Jessin Ayari,Red,Welterweight,3,24.0,182.88,187.96,24.0,182.88,185.42
996,Marcin Held,Damir Hadzovic,Blue,Lightweight,3,25.0,175.26,180.34,30.0,175.26,177.8
997,Stipe Miocic,Junior Dos Santos,Red,Heavyweight,5,34.0,193.04,203.2,33.0,193.04,195.58
998,Joanna Jedrzejczyk,Jessica Andrade,Red,Women's Strawweight,5,29.0,167.64,165.1,25.0,154.94,157.48
999,Demian Maia,Jorge Masvidal,Red,Welterweight,3,39.0,185.42,182.88,32.0,180.34,187.96
1000,Frankie Edgar,Yair Rodriguez,Red,Featherweight,3,35.0,167.64,172.72,24.0,180.34,180.34
1001,Krzysztof Jotko,David Branch,Blue,Middleweight,3,27.0,185.42,195.58,35.0,185.42,198.12
1002,Chas Skelly,Jason Knight,Blue,Featherweight,3,32.0,180.34,182.88,24.0,177.8,180.34
1003,Chase Sherman,Rashad Coulter,Red,Heavyweight,3,27.0,193.04,198.12,35.0,180.34,193.04
1004,James Vick,Polo Reyes,Red,Lightweight,3,30.0,190.5,193.04,32.0,180.34,180.34
1005,Jessica Aguilar,Cortney Casey,Blue,Women's Strawweight,3,35.0,160.02,160.02,30.0,170.18,170.18
1006,Gabriel Benitez,Enrique Barzola,Blue,Featherweight,3,28.0,172.72,180.34,28.0,170.18,177.8
1007,Joachim Christensen,Gadzhimurad Antigulov,Blue,Light Heavyweight,3,38.0,190.5,193.04,30.0,180.34,177.8
1008,Cub Swanson,Artem Lobov,Red,Featherweight,5,33.0,172.72,177.8,30.0,175.26,165.1
1009,Al Iaquinta,Diego Sanchez,Red,Lightweight,3,29.0,177.8,177.8,35.0,177.8,182.88
1010,Ovince Saint Preux,Marcos Rogerio de Lima,Red,Light Heavyweight,3,34.0,190.5,203.2,31.0,185.42,190.5
1011,John Dodson,Eddie Wineland,Red,Bantamweight,3,32.0,160.02,167.64,32.0,170.18,175.26
1012,Joe Lauzon,Stevie Ray,Blue,Lightweight,3,32.0,177.8,180.34,27.0,177.8,177.8
1013,Jake Ellenberger,Mike Perry,Blue,Welterweight,3,32.0,175.26,180.34,25.0,177.8,180.34
1014,Thales Leites,Sam Alvey,Red,Middleweight,3,35.0,185.42,198.12,30.0,187.96,190.5
1015,Dustin Ortiz,Brandon Moreno,Blue,Flyweight,3,28.0,165.1,165.1,23.0,170.18,177.8
1016,Scott Holtzman,Michael McBride,Red,Lightweight,3,33.0,175.26,175.26,31.0,185.42,190.5
1017,Jessica Penne,Danielle Taylor,Blue,Women's Strawweight,3,34.0,165.1,170.18,27.0,152.4,152.4
1018,Alexis Davis,Cindy Dandois,Red,Women's Bantamweight,3,32.0,167.64,172.72,32.0,170.18,172.72
1019,Bryan Barberena,Joe Proctor,Red,Welterweight,3,27.0,182.88,182.88,31.0,177.8,182.88
1020,Hector Sandoval,Matt Schnell,Red,Flyweight,3,30.0,157.48000000000005,162.56,27.0,172.72,177.8
1021,Demetrious Johnson,Wilson Reis,Red,Flyweight,5,30.0,160.02,167.64,32.0,162.56,165.1
1022,Rose Namajunas,Michelle Waterson,Red,Women's Strawweight,3,24.0,165.1,165.1,31.0,160.02,157.48
1023,Jacare Souza,Robert Whittaker,Blue,Middleweight,3,37.0,185.42,182.88,26.0,182.88,185.42
1024,Jeremy Stephens,Renato Moicano,Blue,Featherweight,3,30.0,172.72,180.34,27.0,180.34,182.88
1025,Alexander Volkov,Roy Nelson,Red,Heavyweight,3,28.0,200.66,203.2,40.0,182.88,182.88
1026,Patrick Williams,Tom Duquesnoy,Blue,Bantamweight,3,35.0,172.72,185.42,23.0,170.18,172.72
1027,Bobby Green,Rashid Magomedov,Blue,Lightweight,3,30.0,177.8,180.34,32.0,175.26,177.8
1028,Louis Smolka,Tim Elliott,Blue,Flyweight,3,25.0,175.26,172.72,30.0,170.18,167.64
1029,Aljamain Sterling,Augusto Mendes,Red,Bantamweight,3,27.0,170.18,180.34,34.0,167.64,165.1
1030,Devin Clark,Jake Collier,Red,Light Heavyweight,3,27.0,182.88,190.5,28.0,190.5,198.12
1031,Anthony Smith,Andrew Sanchez,Red,Middleweight,3,28.0,193.04,193.04,29.0,185.42,187.96
1032,Zak Cummings,Nathan Coy,Red,Welterweight,3,32.0,182.88,190.5,38.0,177.8,175.26
1033,Ashlee Evans-Smith,Ketlen Vieira,Blue,Women's Bantamweight,3,29.0,172.72,170.18,25.0,172.72,172.72
1034,Daniel Cormier,Anthony Johnson,Red,Light Heavyweight,5,38.0,180.34,182.88,33.0,187.96,198.12
1035,Chris Weidman,Gegard Mousasi,Blue,Middleweight,3,32.0,187.96,198.12,31.0,187.96,193.04
1036,Cynthia Calvillo,Pearl Gonzalez,Red,Women's Strawweight,3,29.0,162.56,162.56,30.0,162.56,172.72
1037,Thiago Alves,Patrick Cote,Red,Welterweight,3,33.0,175.26,177.8,37.0,180.34,180.34
