,R_fighter,B_fighter,winner,weight_class,no_of_rounds,R_age,R_Height_cms,R_Reach_cms,B_age,B_Height_cms,B_Reach_cms
0,Henry Cejudo,Marlon Moraes,Red,Bantamweight,5,32.0,162.56,162.56,31.0,167.64,170.18
1,Valentina Shevchenko,Jessica Eye,Red,Women's Flyweight,5,31.0,165.1,167.64,32.0,167.64,167.64
2,Tony Ferguson,Donald Cerrone,Red,Lightweight,3,35.0,180.34,193.04,36.0,185.42,185.42
5,Tatiana Suarez,Nina Ansaroff,Red,Women's Strawweight,3,28.0,165.1,167.64,33.0,165.1,162.56
6,Aljamain Sterling,Pedro Munhoz,Red,Bantamweight,3,29.0,170.18,180.34,32.0,167.64,165.1
9,Yan Xiaonan,Angela Hill,Red,Women's Strawweight,3,29.0,165.1,160.02,34.0,160.02,162.56
11,Eddie Wineland,Grigorii Popov,Red,Bantamweight,3,34.0,170.18,175.26,35.0,170.18,172.72
12,Katlyn Chookagian,Joanne Calderwood,Red,Women's Flyweight,3,30.0,175.26,172.72,33.0,167.64,165.1
15,Makwan Amirkhani,Chris Fishgold,Red,Featherweight,3,30.0,177.8,182.88,26.0,172.72,172.72
17,Daniel Teymur,Sung Bin Jo,Red,Featherweight,3,31.0,165.1,175.26,26.0,182.88,182.88
22,Bea Malecki,Duda Santana,Red,Women's Bantamweight,3,27.0,175.26,187.96,23.0,170.18,185.42
24,Joel Alvarez,Danilo Belluardo,Red,Lightweight,3,25.0,190.5,195.58,24.0,182.88,187.96
25,Rafael Dos Anjos,Kevin Lee,Red,Welterweight,5,34.0,172.72,177.8,26.0,175.26,195.58
28,Vicente Luque,Derrick Krantz,Red,Welterweight,3,27.0,180.34,190.5,31.0,177.8,182.88
29,Charles Oliveira,Nik Lentz,Red,Lightweight,3,29.0,177.8,187.96,34.0,172.72,172.72
30,Davi Ramos,Austin Hubbard,Red,Lightweight,3,32.0,167.64,177.8,27.0,177.8,180.34
31,Aspen Ladd,Sijara Eubanks,Red,Women's Bantamweight,3,24.0,167.64,167.64,34.0,162.56,170.18
32,Desmond Green,Charles Jourdain,Red,Lightweight,3,29.0,177.8,185.42,23.0,175.26,175.26
36,Zak Cummings,Trevin Giles,Red,Middleweight,3,34.0,182.88,190.5,26.0,182.88,187.96
37,Julio Arce,Julian Erosa,Red,Featherweight,3,29.0,170.18,177.8,29.0,185.42,187.96
39,Jared Cannonier,Anderson Silva,Red,Middleweight,3,35.0,180.34,195.58,44.0,187.96,195.58
42,Irene Aldana,Bethe Correia,Red,Women's Bantamweight,3,31.0,175.26,172.72,35.0,165.1,162.56
44,Thiago Moises,Kurt Holobaugh,Red,Lightweight,3,24.0,175.26,177.8,32.0,180.34,177.8
45,Warlley Alves,Sergio Moraes,Red,Welterweight,3,28.0,180.34,182.88,36.0,182.88,182.88
47,Luana Carolina,Priscila Cachoeira,Red,Women's Flyweight,3,25.0,167.64,175.26,30.0,170.18,165.1
48,Raoni Barcelos,Carlos Huachin,Red,Bantamweight,3,32.0,170.18,170.18,22.0,162.56,170.18
51,Derek Brunson,Elias Theodorou,Red,Middleweight,3,35.0,185.42,195.58,30.0,185.42,190.5
54,Walt Harris,Serghei Spivac,Red,Heavyweight,3,35.0,195.58,195.58,24.0,190.5,198.12
56,Macy Chiasson,Sarah Moras,Red,Women's Bantamweight,3,27.0,180.34,182.88,31.0,170.18,170.18
58,Nordine Taleb,Kyle Prepolec,Red,Welterweight,3,37.0,185.42,187.96,29.0,177.8,177.8
60,Arjan Bhullar,Juan Adams,Red,Heavyweight,3,32.0,185.42,190.5,27.0,195.58,203.2
63,Greg Hardy,Dmitrii Smoliakov,Red,Heavyweight,3,30.0,195.58,203.2,36.0,187.96,187.96
65,Glover Teixeira,Ion Cutelaba,Red,Light Heavyweight,3,39.0,187.96,193.04,25.0,185.42,190.5
67,Roosevelt Roberts,Thomas Gifford,Red,Lightweight,3,25.0,187.96,185.42,26.0,185.42,190.5
70,Carla Esparza,Virna Jandiroba,Red,Women's Strawweight,3,31.0,154.94,160.02,30.0,160.02,162.56
71,Gilbert Burns,Mike Davis,Red,Lightweight,3,32.0,177.8,180.34,26.0,182.88,182.88
72,Jim Miller,Jason Gonzalez,Red,Lightweight,3,35.0,172.72,180.34,29.0,187.96,187.96
73,Angela Hill,Jodie Esquibel,Red,Women's Strawweight,3,34.0,160.02,162.56,32.0,154.94,162.56
75,Alistair Overeem,Aleksei Oleinik,Red,Heavyweight,5,38.0,193.04,203.2,41.0,187.96,203.2
76,Islam Makhachev,Arman Tsarukyan,Red,Lightweight,3,27.0,177.8,177.8,22.0,170.18,182.88
77,Sergei Pavlovich,Marcelo Golm,Red,Heavyweight,3,26.0,190.5,213.36,26.0,190.5,190.5
78,Roxanne Modafferi,Antonina Shevchenko,Red,Women's Flyweight,3,36.0,170.18,175.26,34.0,172.72,170.18
79,Krzysztof Jotko,Alen Amedovski,Red,Middleweight,3,29.0,185.42,195.58,31.0,177.8,187.96
80,Movsar Evloev,Seungwoo Choi,Red,Featherweight,3,25.0,170.18,182.88,26.0,182.88,187.96
81,Sultan Aliev,Keita Nakamura,Red,Welterweight,3,34.0,180.34,187.96,34.0,180.34,185.42
82,Alexander Yakovlev,Alex Da Silva,Red,Lightweight,3,34.0,190.5,187.96,23.0,172.72,185.42
85,Magomed Mustafaev,Rafael Fiziev,Red,Lightweight,3,30.0,172.72,180.34,26.0,172.72,180.34
93,Max Griffin,Zelim Imadaev,Red,Welterweight,3,33.0,180.34,193.04,24.0,182.88,193.04
96,Montel Jackson,Andre Soukhamthath,Red,Bantamweight,3,26.0,177.8,190.5,30.0,175.26,177.8
98,Brandon Davis,Randy Costa,Red,Bantamweight,3,28.0,177.8,182.88,24.0,175.26,185.42
101,Josh Emmett,Michael Johnson,Red,Featherweight,3,34.0,167.64,177.8,32.0,177.8,185.42
104,Sodiq Yusuff,Sheymon Moraes,Red,Featherweight,3,25.0,175.26,180.34,28.0,172.72,182.88
105,Marina Rodriguez,Jessica Aguilar,Red,Women's Strawweight,3,31.0,167.64,165.1,36.0,160.02,160.02
108,Kevin Holland,Gerald Meerschaert,Red,Middleweight,3,26.0,190.5,205.74,31.0,185.42,195.58
111,Alex Perez,Mark De La Rosa,Red,Bantamweight,3,27.0,167.64,165.1,24.0,167.64,165.1
113,Curtis Blaydes,Justin Willis,Red,Heavyweight,3,28.0,193.04,203.2,31.0,185.42,198.12
114,John Makdessi,Jesus Pinedo,Red,Lightweight,3,33.0,172.72,172.72,22.0,177.8,182.88
115,Jussier Formiga,Deiveson Figueiredo,Red,Flyweight,3,33.0,165.1,170.18,31.0,165.1,172.72
116,Luis Pena,Steven Peterson,Red,Featherweight,3,25.0,190.5,190.5,28.0,177.8,177.8
117,Maycee Barber,JJ Aldrich,Red,Women's Flyweight,3,20.0,165.1,165.1,26.0,165.1,170.18
118,Bryce Mitchell,Bobby Moffett,Red,Featherweight,3,24.0,177.8,182.88,28.0,177.8,187.96
119,Marlon Vera,Frankie Saenz,Red,Bantamweight,3,26.0,172.72,177.8,38.0,167.64,167.64
121,Randa Markos,Angela Hill,Red,Women's Strawweight,3,33.0,162.56,160.02,34.0,160.02,162.56
125,Leon Edwards,Gunnar Nelson,Red,Welterweight,3,27.0,182.88,187.96,30.0,180.34,182.88
127,Nathaniel Wood,Jose Quinonez,Red,Bantamweight,3,25.0,167.64,175.26,28.0,172.72,175.26
129,Jack Marshman,John Phillips,Red,Middleweight,3,29.0,182.88,185.42,33.0,180.34,190.5
130,Arnold Allen,Jordan Rinaldi,Red,Featherweight,3,25.0,172.72,177.8,31.0,177.8,182.88
131,Marc Diakiese,Joe Duffy,Red,Lightweight,3,25.0,177.8,185.42,31.0,177.8,185.42
134,Molly McCann,Priscila Cachoeira,Red,Women's Flyweight,3,28.0,162.56,157.48,30.0,170.18,165.1
135,Mike Grundy,Nad Narimani,Red,Featherweight,3,32.0,170.18,182.88,31.0,172.72,177.8
137,Elizeu Zaleski dos Santos,Curtis Millender,Red,Welterweight,3,32.0,180.34,185.42,31.0,187.96,193.04
139,Blagoy Ivanov,Ben Rothwell,Red,Heavyweight,3,32.0,180.34,185.42,37.0,193.04,198.12
140,Beneil Dariush,Drew Dober,Red,Lightweight,3,29.0,177.8,182.88,30.0,172.72,177.8
142,Anthony Rocco Martin,Sergio Moraes,Red,Welterweight,3,29.0,182.88,185.42,36.0,182.88,182.88
144,Grant Dawson,Julian Erosa,Red,Featherweight,3,25.0,177.8,182.88,29.0,185.42,187.96
145,Maurice Greene,Jeff Hughes,Red,Heavyweight,3,32.0,200.66,208.28,30.0,187.96,198.12
147,Alex Morono,Zak Ottow,Red,Welterweight,3,28.0,180.34,182.88,32.0,180.34,182.88
148,Alex White,Dan Moret,Red,Lightweight,3,30.0,182.88,180.34,32.0,182.88,185.42
149,Jon Jones,Anthony Smith,Red,Light Heavyweight,5,31.0,193.04,213.36,30.0,193.04,193.04
156,Cody Stamann,Alejandro Perez,Red,Bantamweight,3,29.0,167.64,162.56,29.0,167.64,170.18
157,Diego Sanchez,Mickey Gall,Red,Welterweight,3,37.0,177.8,182.88,27.0,187.96,187.96
158,Edmen Shahbazyan,Charles Byrd,Red,Middleweight,3,21.0,187.96,182.88,35.0,177.8,185.42
162,Stefan Struve,Marcos Rogerio de Lima,Red,Heavyweight,3,31.0,210.82,213.36,33.0,185.42,190.5
164,Liz Carmouche,Lucie Pudilova,Red,Women's Flyweight,3,35.0,167.64,167.64,24.0,172.72,170.18
166,Magomed Ankalaev,Klidson Abreu,Red,Light Heavyweight,3,26.0,190.5,190.5,26.0,182.88,187.96
167,Dwight Grant,Carlo Pedersoli,Red,Welterweight,3,34.0,185.42,193.04,25.0,180.34,190.5
170,Damir Hadzovic,Polo Reyes,Red,Lightweight,3,32.0,175.26,177.8,34.0,180.34,180.34
173,Damir Ismagulov,Joel Alvarez,Red,Lightweight,3,28.0,177.8,182.88,24.0,190.5,195.58
174,Francis Ngannou,Cain Velasquez,Red,Heavyweight,5,32.0,193.04,210.82,36.0,185.42,195.58
178,Vicente Luque,Bryan Barberena,Red,Welterweight,3,27.0,180.34,190.5,29.0,182.88,182.88
179,Andre Fili,Myles Jury,Red,Featherweight,3,28.0,180.34,187.96,30.0,177.8,185.42
186,Israel Adesanya,Anderson Silva,Red,Middleweight,3,29.0,193.04,203.2,43.0,187.96,195.58
187,Lando Vannata,Marcos Mariano,Red,Lightweight,3,26.0,175.26,180.34,32.0,185.42,182.88
189,Montana De La Rosa,Nadia Kassem,Red,Women's Flyweight,3,23.0,170.18,172.72,23.0,165.1,167.64
190,Jimmy Crute,Sam Alvey,Red,Light Heavyweight,3,22.0,187.96,187.96,32.0,187.96,190.5
191,Devonte Smith,Dong Hyun Ma,Red,Lightweight,3,25.0,175.26,193.04,30.0,180.34,177.8
192,Shane Young,Austin Arnett,Red,Featherweight,3,25.0,172.72,182.88,27.0,182.88,182.88
193,Kai Kara-France,Raulian Paiva,Red,Flyweight,3,25.0,165.1,175.26,23.0,172.72,175.26
198,Jose Aldo,Renato Moicano,Red,Featherweight,3,32.0,170.18,177.8,29.0,180.34,182.88
199,Demian Maia,Lyman Good,Red,Welterweight,3,41.0,185.42,182.88,33.0,182.88,187.96
200,Charles Oliveira,David Teymur,Red,Lightweight,3,29.0,177.8,187.96,29.0,175.26,185.42
201,Johnny Walker,Justin Ledet,Red,Light Heavyweight,3,26.0,195.58,208.28,30.0,193.04,203.2
202,Livinha Souza,Sarah Frota,Red,Women's Strawweight,3,27.0,165.1,160.02,31.0,167.64,175.26
203,Markus Perez,Anthony Hernandez,Red,Middleweight,3,30.0,185.42,185.42,25.0,182.88,190.5
204,Mara Romero Borella,Taila Santos,Red,Women's Flyweight,3,32.0,167.64,175.26,25.0,165.1,172.72
205,Thiago Alves,Max Griffin,Red,Welterweight,3,35.0,175.26,177.8,33.0,180.34,193.04
207,Geraldo de Freitas,Felipe Colares,Red,Featherweight,3,27.0,175.26,182.88,24.0,175.26,175.26
210,Henry Cejudo,TJ Dillashaw,Red,Flyweight,5,31.0,162.56,162.56,32.0,167.64,170.18
212,Gregor Gillespie,Yancy Medeiros,Red,Lightweight,3,32.0,170.18,180.34,31.0,177.8,190.5
213,Joseph Benavidez,Dustin Ortiz,Red,Flyweight,3,34.0,162.56,165.1,30.0,165.1,165.1
214,Paige VanZant,Rachael Ostovich,Red,Women's Flyweight,3,24.0,162.56,165.1,27.0,160.02,157.48
215,Glover Teixeira,Karl Roberson,Red,Light Heavyweight,3,39.0,187.96,193.04,28.0,185.42,187.96
217,Joanne Calderwood,Ariane Lipski,Red,Women's Flyweight,3,33.0,167.64,165.1,24.0,160.02,170.18
218,Alonzo Menifield,Vinicius Moreira,Red,Light Heavyweight,3,31.0,182.88,193.04,29.0,193.04,182.88
219,Cory Sandhagen,Mario Bautista,Red,Bantamweight,3,26.0,180.34,177.8,25.0,175.26,182.88
220,Dennis Bermudez,Te Edwards,Red,Lightweight,3,32.0,167.64,167.64,28.0,172.72,182.88
223,Jon Jones,Alexander Gustafsson,Red,Light Heavyweight,5,31.0,193.04,213.36,31.0,195.58,200.66
231,Nathaniel Wood,Andre Ewell,Red,Bantamweight,3,25.0,167.64,175.26,30.0,172.72,190.5
232,Uriah Hall,Bevon Lewis,Red,Middleweight,3,34.0,182.88,200.66,27.0,190.5,200.66
233,Curtis Millender,Siyar Bahadurzada,Red,Welterweight,3,31.0,187.96,193.04,34.0,180.34,185.42
236,Edson Barboza,Dan Hooker,Red,Lightweight,3,32.0,180.34,190.5,28.0,182.88,190.5
237,Rob Font,Sergio Pettis,Red,Bantamweight,3,31.0,172.72,180.34,25.0,167.64,175.26
239,Zak Ottow,Dwight Grant,Red,Welterweight,3,31.0,180.34,182.88,34.0,185.42,193.04
244,Dan Ige,Jordan Griffin,Red,Featherweight,3,27.0,170.18,180.34,28.0,177.8,182.88
247,Max Holloway,Brian Ortega,Red,Featherweight,5,27.0,180.34,175.26,27.0,172.72,175.26
248,Valentina Shevchenko,Joanna Jedrzejczyk,Red,Women's Flyweight,5,30.0,165.1,167.64,31.0,167.64,165.1
250,Hakeem Dawodu,Kyle Bochniak,Red,Featherweight,3,27.0,172.72,185.42,31.0,170.18,177.8
255,Elias Theodorou,Eryk Anders,Red,Middleweight,3,30.0,185.42,190.5,31.0,185.42,190.5
256,Brad Katona,Matthew Lopez,Red,Bantamweight,3,26.0,167.64,162.56,31.0,170.18,175.26
258,Diego Ferreira,Kyle Nelson,Red,Lightweight,3,33.0,175.26,187.96,27.0,180.34,180.34
260,Junior Dos Santos,Tai Tuivasa,Red,Heavyweight,5,34.0,193.04,195.58,25.0,187.96,190.5
261,Mauricio Rua,Tyson Pedro,Red,Light Heavyweight,3,37.0,185.42,193.04,27.0,190.5,200.66
265,Jimmy Crute,Paul Craig,Red,Light Heavyweight,3,22.0,187.96,187.96,31.0,190.5,193.04
267,Wilson Reis,Ben Nguyen,Red,Flyweight,3,33.0,162.56,165.1,30.0,165.1,165.1
268,Keita Nakamura,Salim Touahri,Red,Welterweight,3,34.0,180.34,185.42,29.0,177.8,182.88
273,Juan Espino,Justin Frazier,Red,Heavyweight,4,38.0,193.04,208.28,29.0,182.88,190.5
275,Pedro Munhoz,Bryan Caraway,Red,Bantamweight,3,32.0,167.64,165.1,34.0,172.72,172.72
279,Joseph Benavidez,Alex Perez,Red,Flyweight,3,34.0,162.56,165.1,26.0,167.64,165.1
280,Maurice Greene,Michel Batista,Red,Heavyweight,3,32.0,200.66,208.28,34.0,190.5,182.88
282,Roosevelt Roberts,Darrell Horcher,Red,Lightweight,3,24.0,187.96,185.42,31.0,177.8,177.8
283,Tim Means,Ricky Rainey,Red,Welterweight,3,34.0,187.96,190.5,35.0,185.42,195.58
284,Raoni Barcelos,Chris Gutierrez,Red,Bantamweight,3,31.0,170.18,170.18,27.0,175.26,175.26
286,Alistair Overeem,Sergei Pavlovich,Red,Heavyweight,3,38.0,193.04,203.2,26.0,190.5,213.36
287,Song Yadong,Vince Morales,Red,Bantamweight,3,20.0,172.72,170.18,28.0,170.18,177.8
288,Li Jingliang,David Zawada,Red,Welterweight,3,30.0,182.88,180.34,28.0,182.88,190.5
290,Wu Yanan,Lauren Mueller,Red,Women's Flyweight,3,22.0,172.72,167.64,27.0,165.1,170.18
292,Weili Zhang,Jessica Aguilar,Red,Women's Strawweight,3,29.0,162.56,182.88,36.0,160.02,160.02
293,Liu Pingyuan,Martin Day,Red,Bantamweight,3,25.0,167.64,182.88,30.0,177.8,185.42
294,Yan Xiaonan,Syuri Kondo,Red,Women's Strawweight,3,29.0,165.1,160.02,29.0,162.56,167.64
295,Kevin Holland,John Phillips,Red,Middleweight,3,26.0,190.5,205.74,33.0,180.34,190.5
298,Ricardo Lamas,Darren Elkins,Red,Featherweight,3,36.0,172.72,180.34,34.0,177.8,180.34
302,Cynthia Calvillo,Poliana Botelho,Red,Women's Strawweight,3,31.0,162.56,162.56,29.0,172.72,170.18
303,Michel Prazeres,Bartosz Fabinski,Red,Welterweight,3,37.0,167.64,170.18,32.0,182.88,190.5
304,Alexandre Pantoja,Ulka Sasaki,Red,Flyweight,3,28.0,165.1,170.18,29.0,177.8,180.34
306,Laureano Staropoli,Hector Aldana,Red,Welterweight,3,25.0,185.42,180.34,30.0,180.34,182.88
308,Nad Narimani,Anderson Dos Santos,Red,Featherweight,3,31.0,172.72,177.8,33.0,165.1,177.8
310,Donald Cerrone,Mike Perry,Red,Welterweight,3,35.0,185.42,185.42,27.0,177.8,180.34
312,Beneil Dariush,Thiago Moises,Red,Lightweight,3,29.0,177.8,182.88,23.0,175.26,177.8
313,Maycee Barber,Hannah Cifers,Red,Women's Strawweight,3,20.0,165.1,165.1,26.0,154.94,160.02
314,Michael Trizano,Luis Pena,Red,Lightweight,3,26.0,180.34,180.34,25.0,190.5,190.5
315,Ashley Yoder,Amanda Cooper,Red,Women's Strawweight,3,31.0,170.18,175.26,27.0,160.02,162.56
317,Davi Ramos,John Gunther,Red,Lightweight,3,32.0,167.64,177.8,32.0,175.26,182.88
318,Devonte Smith,Julian Erosa,Red,Lightweight,3,25.0,175.26,193.04,29.0,185.42,187.96
320,Mark De La Rosa,Joby Sanchez,Red,Bantamweight,3,24.0,167.64,165.1,27.0,167.64,172.72
321,Daniel Cormier,Derrick Lewis,Red,Heavyweight,5,39.0,180.34,182.88,33.0,190.5,200.66
324,Karl Roberson,Jack Marshman,Red,Middleweight,3,28.0,185.42,187.96,28.0,182.88,185.42
327,Sijara Eubanks,Roxanne Modafferi,Red,Women's Flyweight,3,33.0,162.56,170.18,36.0,170.18,175.26
329,Lyman Good,Ben Saunders,Red,Welterweight,3,33.0,182.88,187.96,35.0,187.96,195.58
330,Shane Burgos,Kurt Holobaugh,Red,Featherweight,3,27.0,180.34,190.5,32.0,180.34,177.8
333,Michael Johnson,Artem Lobov,Red,Featherweight,3,32.0,177.8,185.42,32.0,175.26,165.1
334,Misha Cirkunov,Patrick Cummins,Red,Light Heavyweight,3,31.0,190.5,195.58,37.0,187.96,193.04
335,Andre Soukhamthath,Jonathan Martinez,Red,Bantamweight,3,30.0,175.26,177.8,32.0,172.72,177.8
336,Gian Villante,Ed Herman,Red,Light Heavyweight,3,33.0,190.5,193.04,38.0,185.42,195.58
340,Calvin Kattar,Chris Fishgold,Red,Featherweight,3,30.0,180.34,182.88,26.0,172.72,172.72
343,Arjan Bhullar,Marcelo Golm,Red,Heavyweight,3,32.0,185.42,190.5,26.0,190.5,190.5
344,Stevie Ray,Jessin Ayari,Red,Lightweight,3,28.0,177.8,177.8,26.0,182.88,185.42
345,Khabib Nurmagomedov,Conor McGregor,Red,Lightweight,5,30.0,177.8,177.8,30.0,175.26,187.96
346,Tony Ferguson,Anthony Pettis,Red,Lightweight,3,34.0,180.34,193.04,31.0,177.8,182.88
348,Derrick Lewis,Alexander Volkov,Red,Heavyweight,3,33.0,190.5,200.66,29.0,200.66,203.2
349,Michelle Waterson,Felice Herrig,Red,Women's Strawweight,3,32.0,160.02,157.48,34.0,162.56,165.1
351,Vicente Luque,Jalin Turner,Red,Welterweight,3,26.0,180.34,190.5,23.0,190.5,195.58
352,Aspen Ladd,Tonya Evinger,Red,Women's Bantamweight,3,23.0,167.64,167.64,37.0,170.18,177.8
353,Scott Holtzman,Alan Patrick,Red,Lightweight,3,35.0,175.26,175.26,35.0,180.34,187.96
357,Thiago Santos,Eryk Anders,Red,Light Heavyweight,5,34.0,187.96,193.04,31.0,185.42,190.5
358,Alex Oliveira,Carlo Pedersoli,Red,Welterweight,3,30.0,180.34,193.04,25.0,180.34,190.5
361,Charles Oliveira,Christos Giagos,Red,Lightweight,3,28.0,177.8,187.96,28.0,177.8,180.34
362,Francisco Trinaldo,Evan Dunham,Red,Lightweight,3,40.0,175.26,177.8,36.0,177.8,177.8
364,Augusto Sakai,Chase Sherman,Red,Heavyweight,3,27.0,190.5,195.58,28.0,193.04,198.12
365,Sergio Moraes,Ben Saunders,Red,Welterweight,3,36.0,182.88,182.88,35.0,187.96,195.58
366,Mayra Bueno Silva,Gillian Robertson,Red,Women's Flyweight,3,27.0,167.64,182.88,23.0,165.1,160.02
367,Thales Leites,Hector Lombard,Red,Middleweight,3,37.0,185.42,198.12,40.0,175.26,180.34
368,Elizeu Zaleski dos Santos,Luigi Vendramini,Red,Welterweight,3,31.0,180.34,185.42,22.0,172.72,182.88
369,Livinha Souza,Alex Chambers,Red,Women's Strawweight,3,27.0,165.1,160.02,39.0,160.02,160.02
371,Jan Blachowicz,Nikita Krylov,Red,Light Heavyweight,3,35.0,187.96,198.12,26.0,190.5,195.58
373,Aleksei Kunchenko,Thiago Alves,Red,Welterweight,3,34.0,172.72,177.8,34.0,175.26,177.8
374,Khalid Murtazaliev,CB Dollaway,Red,Middleweight,3,25.0,182.88,193.04,35.0,187.96,193.04
375,Petr Yan,Jin Soo Son,Red,Bantamweight,3,25.0,170.18,170.18,25.0,167.64,175.26
376,Rustam Khabilov,Kajan Johnson,Red,Lightweight,3,31.0,172.72,185.42,34.0,180.34,190.5
377,Mairbek Taisumov,Desmond Green,Red,Lightweight,3,30.0,175.26,185.42,28.0,177.8,185.42
378,Magomed Ankalaev,Marcin Prachnio,Red,Light Heavyweight,3,26.0,190.5,190.5,30.0,190.5,187.96
380,Ramazan Emeev,Stefan Sekulic,Red,Welterweight,3,31.0,177.8,193.04,26.0,182.88,190.5
381,Merab Dvalishvili,Terrion Ware,Red,Bantamweight,3,27.0,167.64,172.72,32.0,172.72,180.34
382,Tyron Woodley,Darren Till,Red,Welterweight,5,36.0,175.26,187.96,25.0,182.88,187.96
383,Jessica Andrade,Karolina Kowalkiewicz,Red,Women's Strawweight,3,26.0,154.94,157.48,32.0,160.02,162.56
384,Zabit Magomedsharipov,Brandon Davis,Red,Featherweight,3,27.0,185.42,185.42,28.0,177.8,182.88
385,Jimmie Rivera,John Dodson,Red,Bantamweight,3,29.0,162.56,172.72,33.0,160.02,167.64
386,Abdul Razak Alhassan,Niko Price,Red,Welterweight,3,33.0,177.8,185.42,28.0,182.88,193.04
388,Aljamain Sterling,Cody Stamann,Red,Bantamweight,3,29.0,170.18,180.34,28.0,167.64,162.56
389,Geoff Neal,Frank Camacho,Red,Welterweight,3,28.0,180.34,190.5,29.0,177.8,185.42
391,Diego Sanchez,Craig White,Red,Welterweight,3,36.0,177.8,182.88,28.0,187.96,193.04
392,Jim Miller,Alex White,Red,Lightweight,3,35.0,172.72,180.34,29.0,182.88,180.34
393,Irene Aldana,Lucie Pudilova,Red,Women's Bantamweight,3,30.0,175.26,172.72,24.0,172.72,170.18
395,Justin Gaethje,James Vick,Red,Lightweight,5,29.0,180.34,177.8,31.0,190.5,193.04
396,Michael Johnson,Andre Fili,Red,Featherweight,3,32.0,177.8,185.42,28.0,180.34,187.96
397,Cortney Casey,Angela Hill,Red,Women's Strawweight,3,31.0,170.18,170.18,33.0,160.02,162.56
400,Eryk Anders,Tim Williams,Red,Middleweight,3,31.0,185.42,190.5,32.0,187.96,193.04
401,James Krause,Warlley Alves,Red,Welterweight,3,32.0,187.96,185.42,27.0,180.34,182.88
402,Cory Sandhagen,Iuri Alcantara,Red,Bantamweight,3,26.0,180.34,177.8,38.0,175.26,180.34
403,Andrew Sanchez,Markus Perez,Red,Middleweight,3,30.0,185.42,187.96,30.0,185.42,185.42
404,Mickey Gall,George Sullivan,Red,Welterweight,3,26.0,187.96,187.96,37.0,182.88,185.42
405,Joanne Calderwood,Kalindra Faria,Red,Women's Flyweight,3,32.0,167.64,165.1,32.0,170.18,182.88
406,Drew Dober,Jon Tuck,Red,Lightweight,3,29.0,172.72,177.8,33.0,180.34,185.42
407,Rani Yahya,Luke Sanders,Red,Bantamweight,3,33.0,167.64,170.18,32.0,167.64,170.18
408,TJ Dillashaw,Cody Garbrandt,Red,Bantamweight,5,32.0,167.64,170.18,27.0,172.72,165.1
412,Thiago Santos,Kevin Holland,Red,Middleweight,3,34.0,187.96,193.04,25.0,190.5,205.74
413,Pedro Munhoz,Brett Johns,Red,Bantamweight,3,31.0,167.64,165.1,26.0,170.18,180.34
414,Ricky Simon,Montel Jackson,Red,Bantamweight,3,25.0,167.64,175.26,26.0,177.8,190.5
415,Ricardo Ramos,Kyung Ho Kang,Red,Bantamweight,3,23.0,175.26,182.88,30.0,175.26,185.42
417,Alex Perez,Jose Torres,Red,Flyweight,3,26.0,167.64,165.1,26.0,162.56,165.1
419,Marlon Vera,Wuliji Buren,Red,Bantamweight,3,25.0,172.72,177.8,29.0,175.26,175.26
421,Jose Aldo,Jeremy Stephens,Red,Featherweight,3,31.0,170.18,177.8,32.0,172.72,180.34
422,Joanna Jedrzejczyk,Tecia Torres,Red,Women's Strawweight,3,30.0,167.64,165.1,28.0,154.94,152.4
423,Alexander Hernandez,Olivier Aubin-Mercier,Red,Lightweight,3,25.0,175.26,182.88,29.0,175.26,177.8
424,Jordan Mein,Alex Morono,Red,Welterweight,3,28.0,182.88,185.42,27.0,180.34,182.88
425,Hakeem Dawodu,Austin Arnett,Red,Featherweight,3,27.0,172.72,185.42,26.0,182.88,182.88
428,John Makdessi,Ross Pearson,Red,Lightweight,3,33.0,172.72,172.72,33.0,172.72,175.26
430,Dustin Ortiz,Matheus Nicolau,Red,Flyweight,3,29.0,165.1,165.1,25.0,167.64,167.64
432,Devin Powell,Alvaro Herrera,Red,Lightweight,3,30.0,182.88,185.42,28.0,182.88,187.96
436,Marcin Tybura,Stefan Struve,Red,Heavyweight,3,32.0,190.5,198.12,30.0,210.82,213.36
437,Danny Roberts,David Zawada,Red,Welterweight,3,31.0,185.42,187.96,27.0,182.88,190.5
438,Nasrat Haqparast,Marc Diakiese,Red,Lightweight,3,22.0,177.8,182.88,25.0,177.8,185.42
446,Junior Dos Santos,Blagoy Ivanov,Red,Heavyweight,5,34.0,193.04,195.58,31.0,180.34,185.42
447,Sage Northcutt,Zak Ottow,Red,Welterweight,3,22.0,182.88,180.34,31.0,180.34,182.88
451,Cat Zingano,Marion Reneau,Red,Women's Bantamweight,3,36.0,167.64,172.72,41.0,167.64,172.72
456,Liz Carmouche,Jennifer Maia,Red,Women's Flyweight,3,34.0,167.64,167.64,29.0,162.56,162.56
457,Mark De La Rosa,Elias Garcia,Red,Flyweight,3,23.0,167.64,165.1,25.0,165.1,170.18
458,Jessica Aguilar,Jodie Esquibel,Red,Women's Strawweight,3,36.0,160.02,160.02,32.0,154.94,162.56
465,Raphael Assuncao,Rob Font,Red,Bantamweight,3,35.0,165.1,167.64,31.0,172.72,180.34
467,Curtis Millender,Max Griffin,Red,Welterweight,3,30.0,187.96,193.04,32.0,180.34,193.04
468,Dan Hooker,Gilbert Burns,Red,Lightweight,3,28.0,182.88,190.5,31.0,177.8,180.34
