,R_fighter,B_fighter,winner,weight_class,no_of_rounds,R_age,R_Height_cms,R_Reach_cms,B_age,B_Height_cms,B_Reach_cms
2712,Erik Koch,Dustin Poirier,Blue,Featherweight,3,24.0,177.8,180.34,24.0,175.26,182.88
2713,Jamie Varner,Gleison Tibau,Blue,Lightweight,3,28.0,172.72,182.88,29.0,177.8,180.34
2714,Louis Gaudinot,Tim Elliott,Blue,Flyweight,3,29.0,160.02,160.02,26.0,170.18,167.64
2715,Pascal Krauss,Hyun Gyu Lim,Blue,Welterweight,3,26.0,185.42,182.88,28.0,190.5,195.58
2718,Ryan Couture,Al Iaquinta,Blue,Lightweight,3,31.0,177.8,190.5,26.0,177.8,177.8
2719,Jared Hamman,Magnus Cedenblad,Blue,Middleweight,3,31.0,190.5,190.5,31.0,195.58,200.66
2721,Donald Cerrone,Rafael Dos Anjos,Blue,Lightweight,3,30.0,185.42,185.42,28.0,172.72,177.8
2727,Justin Edwards,Brandon Thatch,Blue,Welterweight,3,30.0,177.8,177.8,28.0,187.96,187.96
2729,James Head,Jason High,Blue,Welterweight,3,29.0,185.42,185.42,31.0,172.72,180.34
2731,Mauricio Rua,Chael Sonnen,Blue,Light Heavyweight,5,31.0,185.42,193.04,36.0,185.42,187.96
2732,Alistair Overeem,Travis Browne,Blue,Heavyweight,3,33.0,193.04,203.2,31.0,198.12,200.66
2735,Uriah Hall,John Howard,Blue,Middleweight,3,29.0,182.88,200.66,30.0,170.18,180.34
2736,Joe Lauzon,Michael Johnson,Blue,Lightweight,3,29.0,177.8,180.34,27.0,177.8,185.42
2737,Brad Pickett,Michael McDonald,Blue,Bantamweight,3,34.0,167.64,172.72,22.0,175.26,177.8
2739,Mike Brown,Steven Siler,Blue,Featherweight,3,37.0,167.64,177.8,26.0,180.34,177.8
2742,Cody Donovan,Ovince Saint Preux,Blue,Light Heavyweight,3,32.0,190.5,187.96,30.0,190.5,203.2
2743,Ramsey Nijem,James Vick,Blue,Lightweight,3,25.0,180.34,190.5,26.0,190.5,193.04
2745,Lyoto Machida,Phil Davis,Blue,Light Heavyweight,3,35.0,185.42,187.96,28.0,187.96,200.66
2749,Vinny Magalhaes,Anthony Perosh,Blue,Light Heavyweight,3,29.0,190.5,200.66,40.0,190.5,190.5
2754,Ednaldo Oliveira,Francimar Barroso,Blue,Light Heavyweight,3,29.0,195.58,200.66,33.0,185.42,190.5
2760,Michael Chiesa,Jorge Masvidal,Blue,Lightweight,3,25.0,185.42,190.5,28.0,180.34,187.96
2762,Mac Danzig,Melvin Guillard,Blue,Lightweight,3,33.0,172.72,177.8,30.0,175.26,172.72
2763,Yves Edwards,Daron Cruickshank,Blue,Lightweight,3,36.0,175.26,185.42,28.0,172.72,182.88
2765,Julie Kedzie,Germaine de Randamie,Blue,Women's Bantamweight,3,32.0,165.1,162.56,29.0,175.26,180.34
2766,Aaron Riley,Justin Salas,Blue,Lightweight,3,32.0,172.72,175.26,31.0,172.72,177.8
2767,John Albert,Yaotzin Meza,Blue,Bantamweight,3,26.0,172.72,172.72,32.0,175.26,187.96
2768,Anderson Silva,Chris Weidman,Blue,Middleweight,5,38.0,187.96,195.58,29.0,187.96,198.12
2773,Chris Leben,Andrew Craig,Blue,Middleweight,3,32.0,180.34,187.96,27.0,185.42,193.04
2777,Seth Baczynski,Brian Melancon,Blue,Welterweight,3,31.0,190.5,187.96,31.0,172.72,182.88
2780,Roy Nelson,Stipe Miocic,Blue,Heavyweight,3,36.0,182.88,182.88,30.0,193.04,203.2
2783,Pat Barry,Shawn Jordan,Blue,Heavyweight,3,33.0,180.34,187.96,28.0,182.88,190.5
2785,Sam Stout,James Krause,Blue,Lightweight,3,29.0,175.26,177.8,27.0,187.96,185.42
2790,Minotauro Nogueira,Fabricio Werdum,Blue,Heavyweight,5,37.0,190.5,195.58,35.0,193.04,195.58
2791,William Patolino,Leonardo Santos,Blue,Welterweight,3,21.0,180.34,190.5,33.0,182.88,190.5
2797,Godofredo Pepey,Felipe Arantes,Blue,Featherweight,3,25.0,170.18,185.42,25.0,172.72,185.42
2805,Gray Maynard,TJ Grant,Blue,Lightweight,3,34.0,175.26,177.8,29.0,177.8,182.88
2809,Colton Smith,Robert Whittaker,Blue,Welterweight,3,25.0,182.88,180.34,22.0,182.88,185.42
2812,Brian Bowles,George Roop,Blue,Bantamweight,3,32.0,170.18,177.8,31.0,185.42,182.88
2818,Hacran Dias,Nik Lentz,Blue,Featherweight,3,28.0,172.72,175.26,28.0,172.72,172.72
2832,Gian Villante,Ovince Saint Preux,Blue,Light Heavyweight,3,27.0,190.5,193.04,30.0,190.5,203.2
2835,Leonard Garcia,Cody McKenzie,Blue,Featherweight,3,33.0,177.8,175.26,25.0,182.88,182.88
2838,Frank Mir,Daniel Cormier,Blue,Heavyweight,3,33.0,190.5,200.66,34.0,180.34,182.88
2839,Nate Diaz,Josh Thomson,Blue,Lightweight,3,28.0,182.88,193.04,34.0,177.8,180.34
2843,Ramsey Nijem,Myles Jury,Blue,Lightweight,3,25.0,180.34,190.5,24.0,177.8,185.42
2845,Tim Means,Jorge Masvidal,Blue,Lightweight,3,29.0,187.96,190.5,28.0,180.34,187.96
2848,Clifford Starks,Yoel Romero,Blue,Middleweight,3,31.0,182.88,195.58,35.0,182.88,185.42
2850,Uriah Hall,Kelvin Gastelum,Blue,Middleweight,3,28.0,182.88,200.66,21.0,175.26,180.34
2851,Miesha Tate,Cat Zingano,Blue,Women's Bantamweight,3,26.0,167.64,165.1,30.0,167.64,172.72
2857,Bristol Marunde,Clint Hester,Blue,Middleweight,3,30.0,185.42,180.34,26.0,187.96,195.58
2859,Sam Sicilia,Maximo Blanco,Blue,Featherweight,3,27.0,172.72,170.18,29.0,172.72,180.34
2860,Justin Lawrence,Daniel Pineda,Blue,Featherweight,3,22.0,172.72,170.18,27.0,170.18,175.26
2862,Ryan Couture,Ross Pearson,Blue,Lightweight,3,30.0,177.8,190.5,28.0,172.72,175.26
2869,Chris Spang,Adlan Amagov,Blue,Welterweight,3,25.0,187.96,182.88,26.0,187.96,193.04
2870,Marcus Brimage,Conor McGregor,Blue,Featherweight,3,28.0,162.56,180.34,24.0,175.26,187.96
2871,Benny Alloway,Ryan LaFlare,Blue,Welterweight,3,32.0,180.34,190.5,29.0,185.42,187.96
2872,Michael Kuiper,Tom Lawlor,Blue,Middleweight,3,23.0,182.88,185.42,29.0,182.88,187.96
2875,Carlos Condit,Johny Hendricks,Blue,Welterweight,3,28.0,187.96,190.5,29.0,175.26,175.26
2877,Nick Ring,Chris Camozzi,Blue,Middleweight,3,34.0,182.88,187.96,26.0,187.96,193.04
2880,Antonio Carvalho,Darren Elkins,Blue,Featherweight,3,33.0,175.26,172.72,28.0,177.8,180.34
2881,Dan Miller,Jordan Mein,Blue,Welterweight,3,31.0,185.42,187.96,23.0,182.88,185.42
2887,Stefan Struve,Mark Hunt,Blue,Heavyweight,3,25.0,210.82,213.36,38.0,177.8,182.88
2888,Takanori Gomi,Diego Sanchez,Blue,Lightweight,3,34.0,170.18,177.8,31.0,177.8,182.88
2890,Mizuto Hirota,Rani Yahya,Blue,Featherweight,3,31.0,170.18,170.18,28.0,167.64,170.18
2892,Riki Fukuda,Brad Tavares,Blue,Middleweight,3,32.0,182.88,185.42,25.0,185.42,187.96
2894,Cristiano Marcello,Kazuki Tokudome,Blue,Lightweight,3,35.0,175.26,182.88,25.0,180.34,185.42
2895,Marcelo Guimaraes,Hyun Gyu Lim,Blue,Welterweight,3,29.0,182.88,185.42,28.0,190.5,195.58
2900,Josh Koscheck,Robbie Lawler,Blue,Welterweight,3,35.0,177.8,185.42,30.0,180.34,187.96
2906,Jon Manley,Neil Magny,Blue,Welterweight,3,26.0,185.42,190.5,25.0,190.5,203.2
2913,Terry Etim,Renee Forte,Blue,Lightweight,3,27.0,185.42,185.42,25.0,170.18,180.34
2914,Paul Sass,Danny Castillo,Blue,Lightweight,3,24.0,182.88,185.42,33.0,175.26,180.34
2920,Rashad Evans,Rogerio Nogueira,Blue,Light Heavyweight,3,33.0,182.88,190.5,36.0,187.96,190.5
2921,Alistair Overeem,Antonio Silva,Blue,Heavyweight,3,32.0,193.04,203.2,33.0,193.04,203.2
2922,Jon Fitch,Demian Maia,Blue,Welterweight,3,34.0,182.88,193.04,35.0,185.42,182.88
2924,Gleison Tibau,Evan Dunham,Blue,Lightweight,3,29.0,177.8,180.34,31.0,177.8,177.8
2926,Jacob Volkmann,Bobby Green,Blue,Lightweight,3,32.0,175.26,180.34,26.0,177.8,180.34
2927,Yves Edwards,Isaac Vallie-Flagg,Blue,Lightweight,3,36.0,175.26,185.42,34.0,172.72,172.72
2928,Chico Camus,Dustin Kimura,Blue,Bantamweight,3,28.0,167.64,167.64,23.0,170.18,180.34
2929,Edwin Figueroa,Francisco Rivera,Blue,Bantamweight,3,28.0,170.18,175.26,31.0,172.72,172.72
2931,Rampage Jackson,Glover Teixeira,Blue,Light Heavyweight,3,34.0,185.42,185.42,33.0,187.96,193.04
2933,Erik Koch,Ricardo Lamas,Blue,Featherweight,3,24.0,177.8,180.34,30.0,172.72,180.34
2936,Mike Stumpf,Pascal Krauss,Blue,Welterweight,3,26.0,177.8,180.34,25.0,185.42,182.88
2938,Mike Russow,Shawn Jordan,Blue,Heavyweight,3,36.0,185.42,185.42,28.0,182.88,190.5
2940,Simeon Thoresen,David Mitchell,Blue,Welterweight,3,28.0,185.42,200.66,33.0,182.88,193.04
2942,Daniel Sarafian,CB Dollaway,Blue,Middleweight,3,30.0,175.26,185.42,29.0,187.96,193.04
2944,Thiago Tavares,Khabib Nurmagomedov,Blue,Lightweight,3,28.0,170.18,172.72,24.0,177.8,177.8
2947,Diego Nunes,Nik Lentz,Blue,Featherweight,3,30.0,167.64,170.18,28.0,172.72,172.72
2949,Wagner Prado,Ildemar Alcantara,Blue,Light Heavyweight,3,26.0,182.88,187.96,30.0,187.96,198.12
2951,Junior Dos Santos,Cain Velasquez,Blue,Heavyweight,5,28.0,193.04,195.58,30.0,185.42,195.58
2953,Tim Boetsch,Costas Philippou,Blue,Middleweight,3,31.0,182.88,187.96,33.0,180.34,185.42
2955,Chris Leben,Derek Brunson,Blue,Middleweight,3,32.0,180.34,187.96,28.0,185.42,195.58
2956,Brad Pickett,Eddie Wineland,Blue,Bantamweight,3,34.0,167.64,172.72,28.0,170.18,175.26
2958,Melvin Guillard,Jamie Varner,Blue,Lightweight,3,29.0,175.26,172.72,28.0,172.72,182.88
2959,Michael Johnson,Myles Jury,Blue,Lightweight,3,26.0,177.8,185.42,24.0,177.8,185.42
2960,Philip De Fries,Todd Duffee,Blue,Heavyweight,3,26.0,195.58,208.28,27.0,190.5,200.66
2961,Leonard Garcia,Max Holloway,Blue,Featherweight,3,33.0,177.8,175.26,21.0,180.34,175.26
2962,Chris Cariaso,John Moraga,Blue,Flyweight,3,31.0,160.02,160.02,28.0,167.64,167.64
2969,Vinc Pichel,Rustam Khabilov,Blue,Lightweight,3,30.0,177.8,182.88,26.0,172.72,185.42
2971,Reuben Duran,Hugo Viana,Blue,Bantamweight,3,29.0,170.18,175.26,30.0,167.64,170.18
2973,Jared Papazian,Tim Elliott,Blue,Flyweight,3,24.0,172.72,170.18,25.0,170.18,167.64
2974,George Sotiropoulos,Ross Pearson,Blue,Lightweight,5,35.0,177.8,180.34,28.0,172.72,175.26
2976,Colin Fletcher,Norman Parke,Blue,Lightweight,3,29.0,187.96,198.12,25.0,180.34,177.8
2981,Brendan Loughnane,Mike Wilkinson,Blue,Lightweight,3,23.0,177.8,177.8,25.0,170.18,172.72
2982,Nick Penner,Cody Donovan,Blue,Light Heavyweight,3,32.0,193.04,195.58,31.0,190.5,187.96
2984,Mauricio Rua,Alexander Gustafsson,Blue,Light Heavyweight,3,31.0,185.42,193.04,25.0,195.58,200.66
2985,BJ Penn,Rory MacDonald,Blue,Welterweight,3,33.0,175.26,177.8,23.0,182.88,193.04
2986,Mike Swick,Matt Brown,Blue,Welterweight,3,33.0,185.42,195.58,31.0,182.88,190.5
2991,Marcus LeVesseur,Abel Trujillo,Blue,Lightweight,3,30.0,175.26,177.8,29.0,172.72,177.8
2997,Mark Bocek,Rafael Dos Anjos,Blue,Lightweight,3,31.0,172.72,190.5,28.0,172.72,177.8
2998,Mark Hominick,Pablo Garza,Blue,Featherweight,3,30.0,172.72,172.72,29.0,185.42,185.42
3001,Sam Stout,John Makdessi,Blue,Lightweight,3,28.0,175.26,177.8,27.0,172.72,172.72
3005,Steven Siler,Darren Elkins,Blue,Featherweight,3,25.0,180.34,177.8,28.0,177.8,180.34
3006,Rich Franklin,Cung Le,Blue,Middleweight,5,38.0,185.42,190.5,40.0,175.26,175.26
3009,Tiequan Zhang,Jon Tuck,Blue,Lightweight,3,34.0,172.72,177.8,28.0,180.34,185.42
3012,Yasuhiro Urushitani,John Lineker,Blue,Flyweight,3,36.0,165.1,182.88,22.0,160.02,170.18
3024,Luiz Cane,Chris Camozzi,Blue,Middleweight,3,31.0,187.96,195.58,25.0,187.96,193.04
3026,Travis Browne,Antonio Silva,Blue,Heavyweight,5,30.0,198.12,200.66,33.0,193.04,203.2
3029,Josh Neer,Justin Edwards,Blue,Welterweight,3,29.0,180.34,182.88,29.0,177.8,177.8
3031,Aaron Simpson,Mike Pierce,Blue,Welterweight,3,38.0,182.88,185.42,32.0,172.72,177.8
3034,Bart Palaszewski,Diego Nunes,Blue,Featherweight,3,29.0,175.26,177.8,29.0,167.64,170.18
3039,Paul Sass,Matt Wiman,Blue,Lightweight,3,24.0,182.88,185.42,29.0,177.8,172.72
3042,Kyle Kingsbury,Jimi Manuwa,Blue,Light Heavyweight,3,30.0,193.04,193.04,32.0,185.42,200.66
3043,Andy Ogle,Akira Corassani,Blue,Featherweight,3,23.0,172.72,175.26,30.0,172.72,172.72
3044,Tom Watson,Brad Tavares,Blue,Middleweight,3,30.0,185.42,185.42,24.0,185.42,187.96
3045,DaMarques Johnson,Gunnar Nelson,Blue,Catch Weight,3,30.0,185.42,190.5,24.0,180.34,182.88
3046,Jason Young,Robert Peralta,Blue,Featherweight,3,26.0,175.26,185.42,26.0,172.72,180.34
3048,Joseph Benavidez,Demetrious Johnson,Blue,Flyweight,5,28.0,162.56,165.1,26.0,160.02,167.64
3052,Igor Pokrajac,Vinny Magalhaes,Blue,Light Heavyweight,3,33.0,182.88,193.04,28.0,190.5,200.66
3055,Jimy Hettes,Marcus Brimage,Blue,Featherweight,3,25.0,175.26,180.34,27.0,162.56,180.34
3062,Justin Lawrence,Max Holloway,Blue,Featherweight,3,22.0,172.72,170.18,20.0,180.34,175.26
3064,Jared Hamman,Michael Kuiper,Blue,Middleweight,3,30.0,190.5,190.5,23.0,182.88,185.42
3065,Ken Stone,Erik Perez,Blue,Bantamweight,3,29.0,172.72,180.34,22.0,172.72,172.72
3066,Dustin Pague,Chico Camus,Blue,Bantamweight,3,25.0,175.26,187.96,27.0,167.64,167.64
3072,Cole Miller,Nam Phan,Blue,Featherweight,3,28.0,185.42,187.96,29.0,167.64,177.8
3073,Josh Grispi,Rani Yahya,Blue,Featherweight,3,23.0,180.34,187.96,27.0,167.64,170.18
3077,Urijah Faber,Renan Barao,Blue,Bantamweight,5,33.0,167.64,170.18,25.0,167.64,177.8
3078,Hector Lombard,Tim Boetsch,Blue,Middleweight,3,34.0,175.26,180.34,31.0,182.88,187.96
3080,Brian Ebersole,James Head,Blue,Welterweight,3,31.0,182.88,185.42,28.0,185.42,185.42
3081,Court McGee,Nick Ring,Blue,Middleweight,3,27.0,180.34,190.5,33.0,182.88,187.96
3082,Anthony Perosh,Ryan Jimmo,Blue,Light Heavyweight,3,39.0,190.5,190.5,30.0,185.42,185.42
3085,Mitch Clarke,Anton Kuivanen,Blue,Lightweight,3,26.0,177.8,185.42,28.0,172.72,182.88
3086,Mark Munoz,Chris Weidman,Blue,Middleweight,5,34.0,182.88,182.88,28.0,187.96,198.12
3089,Karlos Vemola,Francis Carmont,Blue,Middleweight,3,27.0,182.88,190.5,30.0,190.5,198.12
3092,Damacio Page,Alex Caceres,Blue,Bantamweight,3,29.0,167.64,167.64,24.0,177.8,185.42
3094,Rafael Natal,Andrew Craig,Blue,Middleweight,3,29.0,182.88,193.04,26.0,185.42,193.04
3100,Dong Hyun Kim,Demian Maia,Blue,Welterweight,3,30.0,187.96,193.04,34.0,185.42,182.88
3102,Ivan Menjivar,Mike Easton,Blue,Bantamweight,3,30.0,167.64,162.56,28.0,167.64,177.8
3104,Gleison Tibau,Khabib Nurmagomedov,Blue,Lightweight,3,28.0,177.8,180.34,23.0,177.8,177.8
3106,John Alessio,Shane Roller,Blue,Lightweight,3,33.0,177.8,182.88,32.0,177.8,182.88
3108,Wanderlei Silva,Rich Franklin,Blue,Catch Weight,5,35.0,180.34,187.96,37.0,185.42,190.5
3110,Godofredo Pepey,Rony Jason,Blue,Featherweight,4,24.0,170.18,185.42,28.0,170.18,177.8
3112,Iuri Alcantara,Hacran Dias,Blue,Featherweight,3,31.0,175.26,180.34,28.0,172.72,175.26
3113,Anistavio Medeiros,Rodrigo Damm,Blue,Featherweight,3,24.0,167.64,182.88,32.0,170.18,180.34
3114,Delson Heleno,Francisco Trinaldo,Blue,Middleweight,3,34.0,180.34,182.88,33.0,175.26,177.8
3115,John Teixeira,Hugo Viana,Blue,Featherweight,3,25.0,170.18,182.88,29.0,167.64,170.18
3121,Ross Pearson,Cub Swanson,Blue,Featherweight,3,27.0,172.72,175.26,28.0,172.72,177.8
3122,Hatsu Hioki,Ricardo Lamas,Blue,Featherweight,3,28.0,180.34,177.8,30.0,172.72,180.34
3126,Nick Catone,Chris Camozzi,Blue,Middleweight,3,30.0,182.88,182.88,25.0,187.96,193.04
3136,Leonard Garcia,Matt Grice,Blue,Featherweight,3,32.0,177.8,175.26,30.0,172.72,177.8
3141,Jake Hecht,Sean Pierson,Blue,Welterweight,3,28.0,182.88,193.04,36.0,182.88,193.04
3142,Jake Ellenberger,Martin Kampmann,Blue,Welterweight,5,27.0,175.26,180.34,30.0,182.88,182.88
3144,Jonathan Brookins,Charles Oliveira,Blue,Featherweight,3,26.0,182.88,185.42,22.0,177.8,187.96
3149,Cristiano Marcello,Sam Sicilia,Blue,Lightweight,3,34.0,175.26,182.88,26.0,172.72,170.18
3151,John Albert,Erik Perez,Blue,Bantamweight,3,25.0,172.72,172.72,22.0,172.72,172.72
3157,Diego Brandao,Darren Elkins,Blue,Featherweight,3,24.0,170.18,172.72,28.0,177.8,180.34
3158,Edson Barboza,Jamie Varner,Blue,Lightweight,3,26.0,180.34,190.5,27.0,172.72,182.88
3159,Jason Miller,CB Dollaway,Blue,Middleweight,3,31.0,185.42,182.88,28.0,187.96,193.04
3161,Jacob Volkmann,Paul Sass,Blue,Lightweight,3,31.0,175.26,180.34,23.0,182.88,185.42
3162,Kyle Kingsbury,Glover Teixeira,Blue,Light Heavyweight,3,30.0,193.04,193.04,32.0,187.96,193.04
3169,Jason MacDonald,Tom Lawlor,Blue,Middleweight,3,36.0,190.5,203.2,29.0,182.88,187.96
3174,Jeff Curran,Johnny Eduardo,Blue,Bantamweight,3,34.0,167.64,175.26,33.0,170.18,180.34
3175,Alex Soto,Francisco Rivera,Blue,Bantamweight,3,28.0,172.72,180.34,30.0,172.72,172.72
3177,Josh Koscheck,Johny Hendricks,Blue,Welterweight,3,34.0,177.8,185.42,28.0,175.26,175.26
3178,Rousimar Palhares,Alan Belcher,Blue,Middleweight,3,32.0,172.72,180.34,28.0,187.96,185.42
3179,Pat Barry,Lavar Johnson,Blue,Heavyweight,3,32.0,180.34,187.96,34.0,193.04,208.28
3180,Tony Ferguson,Michael Johnson,Blue,Lightweight,3,28.0,180.34,193.04,25.0,177.8,185.42
3187,Mike Massenzio,Karlos Vemola,Blue,Middleweight,3,29.0,187.96,185.42,26.0,182.88,190.5
3190,Brendan Schaub,Ben Rothwell,Blue,Heavyweight,3,29.0,193.04,198.12,30.0,193.04,198.12
3191,Miguel Torres,Michael McDonald,Blue,Bantamweight,3,31.0,175.26,193.04,21.0,175.26,177.8
3192,Mark Hominick,Eddie Yagin,Blue,Featherweight,3,29.0,172.72,172.72,33.0,170.18,182.88
3196,John Makdessi,Anthony Njokuani,Blue,Lightweight,3,26.0,172.72,172.72,32.0,185.42,190.5
3198,Keith Wisniewski,Chris Clements,Blue,Welterweight,3,30.0,182.88,190.5,36.0,177.8,177.8
3202,Paulo Thiago,Siyar Bahadurzada,Blue,Welterweight,3,31.0,180.34,185.42,27.0,180.34,185.42
3204,DaMarques Johnson,John Maguire,Blue,Welterweight,3,29.0,185.42,190.5,28.0,175.26,175.26
3206,Papy Abedi,James Head,Blue,Welterweight,3,33.0,180.34,187.96,28.0,185.42,185.42
3212,Thiago Alves,Martin Kampmann,Blue,Welterweight,3,28.0,175.26,177.8,29.0,182.88,182.88
3214,Court McGee,Costas Philippou,Blue,Middleweight,3,27.0,180.34,190.5,32.0,180.34,185.42
3217,Cole Miller,Steven Siler,Blue,Featherweight,3,27.0,185.42,187.96,25.0,180.34,177.8
3218,Kyle Noke,Andrew Craig,Blue,Middleweight,3,31.0,185.42,193.04,26.0,185.42,193.04
3220,Mackens Semerzier,Daniel Pineda,Blue,Featherweight,3,31.0,175.26,182.88,26.0,170.18,175.26
3221,Oli Thompson,Shawn Jordan,Blue,Heavyweight,3,32.0,185.42,190.5,27.0,182.88,190.5
3222,Frankie Edgar,Benson Henderson,Blue,Lightweight,5,30.0,167.64,172.72,28.0,175.26,177.8
3223,Rampage Jackson,Ryan Bader,Blue,Light Heavyweight,3,33.0,185.42,185.42,28.0,187.96,187.96
3225,Yoshihiro Akiyama,Jake Shields,Blue,Welterweight,3,36.0,177.8,185.42,33.0,182.88,182.88
3226,Yushin Okami,Tim Boetsch,Blue,Middleweight,3,30.0,187.96,190.5,31.0,182.88,187.96
3230,Norifumi Yamamoto,Vaughan Lee,Blue,Bantamweight,3,34.0,162.56,167.64,29.0,167.64,167.64
3232,Takeya Mizugaki,Chris Cariaso,Blue,Bantamweight,3,28.0,170.18,172.72,30.0,160.02,160.02
3233,Tiequan Zhang,Issei Tamura,Blue,Featherweight,3,33.0,172.72,177.8,27.0,165.1,160.02
3234,Diego Sanchez,Jake Ellenberger,Blue,Welterweight,3,30.0,177.8,182.88,26.0,175.26,180.34
3236,Aaron Simpson,Ronny Markes,Blue,Middleweight,3,37.0,182.88,185.42,23.0,185.42,190.5
3241,Anton Kuivanen,Justin Salas,Blue,Lightweight,3,27.0,172.72,182.88,29.0,172.72,177.8
3243,Nick Diaz,Carlos Condit,Blue,Welterweight,5,28.0,185.42,193.04,27.0,187.96,190.5
3244,Roy Nelson,Fabricio Werdum,Blue,Heavyweight,3,35.0,182.88,182.88,34.0,193.04,195.58
3249,Alex Caceres,Edwin Figueroa,Blue,Bantamweight,3,23.0,177.8,185.42,27.0,170.18,175.26
3253,Dan Stittgen,Stephen Thompson,Blue,Welterweight,3,31.0,185.42,182.88,28.0,182.88,190.5
3256,Demian Maia,Chris Weidman,Blue,Middleweight,3,34.0,185.42,182.88,27.0,187.96,198.12
3262,Joey Beltran,Lavar Johnson,Blue,Heavyweight,3,30.0,185.42,190.5,34.0,193.04,208.28
3264,Melvin Guillard,Jim Miller,Blue,Lightweight,3,28.0,175.26,172.72,28.0,172.72,180.34
3265,Duane Ludwig,Josh Neer,Blue,Welterweight,3,33.0,177.8,177.8,28.0,180.34,182.88
3269,Kamal Shalorus,Khabib Nurmagomedov,Blue,Lightweight,3,39.0,172.72,172.72,23.0,177.8,177.8
3273,Joseph Sandoval,Nick Denis,Blue,Bantamweight,3,25.0,170.18,182.88,28.0,170.18,182.88
3277,Erick Silva,Carlo Prater,Blue,Welterweight,3,27.0,182.88,187.96,30.0,180.34,182.88
3282,Ricardo Funch,Mike Pyle,Blue,Welterweight,3,31.0,177.8,193.04,36.0,182.88,187.96
3284,Brock Lesnar,Alistair Overeem,Blue,Heavyweight,5,34.0,190.5,205.74,31.0,193.04,203.2
3286,Jon Fitch,Johny Hendricks,Blue,Welterweight,3,33.0,182.88,193.04,28.0,175.26,175.26
3287,Vladimir Matyushenko,Alexander Gustafsson,Blue,Light Heavyweight,3,40.0,182.88,187.96,24.0,195.58,200.66
3288,Nam Phan,Jimy Hettes,Blue,Featherweight,3,28.0,167.64,177.8,24.0,175.26,180.34
3290,Anthony Njokuani,Danny Castillo,Blue,Lightweight,3,31.0,185.42,190.5,32.0,175.26,180.34
3293,Manvel Gamburyan,Diego Nunes,Blue,Featherweight,3,30.0,165.1,170.18,29.0,167.64,170.18
3296,Tito Ortiz,Rogerio Nogueira,Blue,Light Heavyweight,3,36.0,190.5,187.96,35.0,187.96,190.5
3297,Claude Patrick,Brian Ebersole,Blue,Welterweight,3,31.0,180.34,190.5,31.0,182.88,185.42
3298,Mark Hominick,Chan Sung Jung,Blue,Featherweight,3,29.0,172.72,172.72,24.0,170.18,182.88
3299,Krzysztof Soszynski,Igor Pokrajac,Blue,Light Heavyweight,3,34.0,185.42,195.58,32.0,182.88,193.04
3300,Jared Hamman,Costas Philippou,Blue,Middleweight,3,29.0,190.5,190.5,32.0,180.34,185.42
3301,John Makdessi,Dennis Hallman,Blue,Lightweight,3,26.0,172.72,172.72,36.0,175.26,182.88
3302,Walel Watson,Yves Jabouin,Blue,Bantamweight,3,27.0,180.34,175.26,32.0,170.18,172.72
3304,Rich Attonito,Jake Hecht,Blue,Welterweight,3,34.0,177.8,182.88,27.0,182.88,193.04
3305,Mitch Clarke,John Cholish,Blue,Lightweight,3,26.0,177.8,185.42,27.0,180.34,182.88
3308,TJ Dillashaw,John Dodson,Blue,Bantamweight,3,25.0,167.64,170.18,27.0,160.02,167.64
3310,Louis Gaudinot,Johnny Bedford,Blue,Bantamweight,3,27.0,160.02,160.02,28.0,177.8,180.34
3312,Dustin Pague,John Albert,Blue,Bantamweight,3,24.0,175.26,187.96,25.0,172.72,172.72
3316,Mauricio Rua,Dan Henderson,Blue,Light Heavyweight,5,29.0,185.42,193.04,41.0,180.34,187.96
3319,Rick Story,Martin Kampmann,Blue,Welterweight,3,27.0,175.26,180.34,29.0,182.88,182.88
3323,Tom Lawlor,Chris Weidman,Blue,Middleweight,3,28.0,182.88,187.96,27.0,187.96,198.12
3326,Matt Brown,Seth Baczynski,Blue,Welterweight,3,30.0,182.88,190.5,30.0,190.5,187.96
3328,Cain Velasquez,Junior Dos Santos,Blue,Heavyweight,5,29.0,185.42,195.58,27.0,193.04,195.58
3329,Clay Guida,Benson Henderson,Blue,Lightweight,3,29.0,170.18,177.8,27.0,175.26,177.8
3331,Cub Swanson,Ricardo Lamas,Blue,Featherweight,3,28.0,172.72,177.8,29.0,172.72,180.34
3333,Norifumi Yamamoto,Darren Uyenoyama,Blue,Bantamweight,3,34.0,162.56,167.64,32.0,167.64,162.56
3337,Chris Leben,Mark Munoz,Blue,Middleweight,5,31.0,180.34,187.96,33.0,182.88,182.88
3338,Brad Pickett,Renan Barao,Blue,Bantamweight,3,33.0,167.64,172.72,24.0,167.64,177.8
3340,Cyrille Diabate,Anthony Perosh,Blue,Light Heavyweight,3,38.0,198.12,205.74,39.0,190.5,190.5
3343,Rob Broughton,Philip De Fries,Blue,Heavyweight,3,28.0,187.96,187.96,25.0,195.58,208.28
3345,Chris Cope,Che Mills,Blue,Welterweight,3,28.0,182.88,182.88,29.0,185.42,193.04
3347,BJ Penn,Nick Diaz,Blue,Welterweight,3,32.0,175.26,177.8,28.0,185.42,193.04
3349,Mirko Cro Cop,Roy Nelson,Blue,Heavyweight,3,37.0,187.96,185.42,35.0,182.88,182.88
3352,Dennis Siver,Donald Cerrone,Blue,Lightweight,3,32.0,167.64,177.8,28.0,185.42,185.42
